ID,Year,ProductName,Company,Country,IndustryGroup,WeightKG,CarbonFootprintKG,ProtocolPCF,ChangePCF,ChangeReason,UpstreamPercentTotalPCF,OperationsPercentTotalPCF,DownstreamPercentTotalPCF
10056-1-2014,2014,Frosted Flakes(R) Cereal,Kellogg Company,USA,"Food, Beverage & Tobacco",0.7485,2,,,N/a (no %change reported),0.575,0.3,0.125
10056-1-2015,2015,"Frosted Flakes, 23 oz, produced in Lancaster, PA (one carton)",Kellogg Company,USA,Food & Beverage Processing,0.7485,2,,,N/a (no %change reported),0.575,0.3,0.125
10222-1-2013,2013,Office Chair,KNOLL INC,USA,Capital Goods,20.68,72.54,,,N/a (no previous data available),0.8063,0.1736,0.0201
10261-1-2017,2017,Multifunction Printers,"Konica Minolta, Inc.",Japan,Technology Hardware & Equipment,110,1488,ISO,,N/a (no previous data available),0.3065,5.51E-02,0.6384
10261-2-2017,2017,Multifunction Printers,"Konica Minolta, Inc.",Japan,Technology Hardware & Equipment,110,1818,ISO,,N/a (no previous data available),0.2508,4.51E-02,0.7041
10261-3-2017,2017,Multifunction Printers,"Konica Minolta, Inc.",Japan,Technology Hardware & Equipment,110,2274,ISO,,N/a (no previous data available),0.2005,0.0361,0.7634
10324-1-2016,2016,KURALON  fiber,"Kuraray Co., Ltd.",Japan,Materials,1500,10000,,,N/a (no %change reported),,,
10418-1-2013,2013,Portland Cement,Lafarge S.A.,France,Materials,1000,1102,,,N/a (no %change reported),,,
10661-10-2014,2014,Regular Straight 505® Jeans – Steel (Water<Less™),Levi Strauss & Co.,USA,Consumer Durables & Apparel,0.7665,15,,,N/a (no %change reported),,,
10661-10-2015,2015,Regular Straight 505® Jeans – Steel (Water<Less™),Levi Strauss & Co.,USA,"Textiles, Apparel, Footwear and Luxury Goods",0.7665,15,,,N/a (no %change reported),,,
10661-10-2016,2016,Regular Straight 505® Jeans – Steel (Water<Less™),Levi Strauss & Co.,USA,Consumer Durables & Apparel,0.7665,15,,,N/a (no %change reported),,,
10661-11-2014,2014,501® Original Jeans – Rinse Run,Levi Strauss & Co.,USA,Consumer Durables & Apparel,0.997,15,,,N/a (no %change reported),,,
10661-11-2015,2015,501® Original Jeans – Rinse Run,Levi Strauss & Co.,USA,"Textiles, Apparel, Footwear and Luxury Goods",0.997,16,,,N/a (no %change reported),,,
10661-1-2014,2014,501® Original Jeans – Dark Stonewash,Levi Strauss & Co.,USA,Consumer Durables & Apparel,0.997,16,PAS2050,,N/a (no %change reported),,,
10661-1-2015,2015,501® Original Jeans – Dark Stonewash,Levi Strauss & Co.,USA,"Textiles, Apparel, Footwear and Luxury Goods",0.997,16,PAS2050,,N/a (no %change reported),,,
10661-1-2016,2016,501® Original Jeans – Dark Stonewash,Levi Strauss & Co.,USA,Consumer Durables & Apparel,0.997,16,PAS2050,,N/a (no %change reported),,,
10661-2-2014,2014,Slim Straight 514™ Jeans – Indigo Wash,Levi Strauss & Co.,USA,Consumer Durables & Apparel,0.68,8.6,PAS2050,,N/a (no %change reported),,,
10661-2-2015,2015,Slim Straight 514™ Jeans – Indigo Wash,Levi Strauss & Co.,USA,"Textiles, Apparel, Footwear and Luxury Goods",0.68,8.6,,,N/a (no %change reported),,,
10661-2-2016,2016,Slim Straight 514™ Jeans – Indigo Wash,Levi Strauss & Co.,USA,Consumer Durables & Apparel,0.88,8.6,,,N/a (no %change reported),,,
10661-3-2014,2014,Slim Straight 514™ Jeans – Rigid Tank,Levi Strauss & Co.,USA,Consumer Durables & Apparel,0.68,7.7,,,N/a (no %change reported),,,
10661-3-2015,2015,Slim Straight 514™ Jeans – Rigid Tank,Levi Strauss & Co.,USA,"Textiles, Apparel, Footwear and Luxury Goods",0.68,7.7,,,N/a (no %change reported),,,
10661-3-2016,2016,Slim Straight 514™ Jeans – Rigid Tank,Levi Strauss & Co.,USA,Consumer Durables & Apparel,0.88,7.7,,,N/a (no %change reported),,,
10661-4-2014,2014,501® Original Jeans – Light Stonewash,Levi Strauss & Co.,USA,Consumer Durables & Apparel,0.997,15,,,N/a (no %change reported),,,
10661-4-2015,2015,501® Original Jeans – Light Stonewash,Levi Strauss & Co.,USA,"Textiles, Apparel, Footwear and Luxury Goods",0.997,15,,,N/a (no %change reported),,,
10661-5-2014,2014,501® Original Jeans – Medium Stonewash,Levi Strauss & Co.,USA,Consumer Durables & Apparel,0.997,16,,,N/a (no %change reported),,,
10661-5-2015,2015,501® Original Jeans – Medium Stonewash,Levi Strauss & Co.,USA,"Textiles, Apparel, Footwear and Luxury Goods",0.997,16,,,N/a (no %change reported),,,
10661-6-2014,2014,Slim Straight 514™ Jeans – Tumbled Rigid,Levi Strauss & Co.,USA,Consumer Durables & Apparel,0.68,16,,,N/a (no %change reported),,,
10661-6-2015,2015,Slim Straight 514™ Jeans – Tumbled Rigid,Levi Strauss & Co.,USA,"Textiles, Apparel, Footwear and Luxury Goods",0.68,16,,,N/a (no %change reported),,,
10661-7-2014,2014,Regular Straight 505® Jeans – Range (Water<Less™),Levi Strauss & Co.,USA,Consumer Durables & Apparel,0.7665,16,,,N/a (no %change reported),,,
10661-7-2015,2015,Regular Straight 505® Jeans – Range (Water<Less™),Levi Strauss & Co.,USA,"Textiles, Apparel, Footwear and Luxury Goods",0.7665,16,,,N/a (no %change reported),,,
10661-8-2014,2014,Regular Straight 505® Jeans – Range,Levi Strauss & Co.,USA,Consumer Durables & Apparel,0.7665,16,,,N/a (no %change reported),,,
10661-8-2015,2015,Regular Straight 505® Jeans – Range,Levi Strauss & Co.,USA,"Textiles, Apparel, Footwear and Luxury Goods",0.7665,16,,,N/a (no %change reported),,,
10661-9-2014,2014,Regular Straight 505® Jeans – House Cat,Levi Strauss & Co.,USA,Consumer Durables & Apparel,0.7665,15,,,N/a (no %change reported),,,
10661-9-2015,2015,Regular Straight 505® Jeans – House Cat,Levi Strauss & Co.,USA,"Textiles, Apparel, Footwear and Luxury Goods",0.7665,16,,,N/a (no %change reported),,,
10666-10-2014,2014,MS315DN - Mono Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,16.03449,1616.172,ISO,,N/a (no %change reported),,,
10666-11-2014,2014,MS410DN - Mono Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,15.898413,1523.19,ISO,,N/a (no %change reported),,,
10666-1-2014,2014,CX310DN - Color Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,31.365912,2358.38,ISO,,N/a (no %change reported),,,
10666-12-2014,2014,MS415DN - Mono Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,16.03449,1524.56,ISO,,N/a (no %change reported),,,
10666-13-2014,2014,MS510DN - Mono Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,16.66952,1617.69,ISO,,N/a (no %change reported),,,
10666-14-2014,2014,MS610DE - Mono Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,18.37049,1978.08,ISO,,N/a (no %change reported),,,
10666-15-2014,2014,MS610DN - Mono Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,17.576704,1957.73,ISO,,N/a (no %change reported),,,
10666-16-2014,2014,MS810DE - Mono Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,27.4877,2106.94,ISO,,N/a (no %change reported),,,
10666-17-2014,2014,MS810DN - Mono Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,27.44234,2005.36,ISO,,N/a (no %change reported),,,
10666-18-2014,2014,MS811DN - Mono Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,27.44234,2387.57,ISO,,N/a (no %change reported),,,
10666-19-2014,2014,MS812DE - Mono Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,27.75985,2744.39,ISO,,N/a (no %change reported),,,
10666-20-2014,2014,MS812DN - Mono Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,27.44234,2747.47,ISO,,N/a (no %change reported),,,
10666-21-2014,2014,MX310DN - Mono Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,22.45282,1140.41,ISO,,N/a (no %change reported),,,
10666-2-2014,2014,CX410DE - Color Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,31.365912,3236.35,ISO,,N/a (no %change reported),,,
10666-22-2014,2014,MX410DE - Mono Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,23.019813,1498.6,ISO,,N/a (no %change reported),,,
10666-23-2014,2014,MX511DE - Mono Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,25.4012,1678.97,ISO,,N/a (no %change reported),,,
10666-24-2014,2014,MX611DE - Mono Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,28.03201,2132.34,ISO,,N/a (no %change reported),,,
10666-25-2014,2014,MX710DE - Mono Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,57.1526,2923.11,ISO,,N/a (no %change reported),,,
10666-26-2014,2014,MX711DE - Mono Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,57.1526,3127.248,ISO,,N/a (no %change reported),,,
10666-27-2014,2014,MX810DFE - Mono Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,118.07009,2536.12,ISO,,N/a (no %change reported),,,
10666-28-2014,2014,MX811DFE - Mono Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,118.07009,2973.37,ISO,,N/a (no %change reported),,,
10666-29-2014,2014,MX812DFE - Mono Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,118.07009,3335.99,,,N/a (no %change reported),,,
10666-3-2014,2014,CX510DE - Color Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,32.6587,3128.864,ISO,,N/a (no %change reported),,,
10666-4-2014,2014,CS310DN - Color Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,20.32094,1968.62,ISO,,N/a (no %change reported),,,
10666-5-2014,2014,CS410DN - Color Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,20.50238,3143.478,ISO,,N/a (no %change reported),,,
10666-6-2014,2014,CS510DE - Color Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,20.91061,3024.602,ISO,,N/a (no %change reported),,,
10666-7-2014,2014,M5163 - Mono Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,23.700201,2597.12,ISO,,N/a (no %change reported),,,
10666-8-2014,2014,MS310DN - Mono Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,15.807694,1504.51,ISO,,N/a (no %change reported),,,
10666-9-2014,2014,MS312DN - Mono Laser Printer,"Lexmark International, Inc.",USA,Technology Hardware & Equipment,15.807694,1490.36,ISO,,N/a (no %change reported),,,
10667-1-2014,2014,Mobile Batteries,LG Chem Ltd,South Korea,Materials,1000,5846,GHGP,0.32,Product carbon efficiency changed,,,
10667-1-2015,2015,Mobile Batteries,LG Chem Ltd,South Korea,Chemicals,1000,10245,GHGP,0.7524,Product carbon efficiency changed,,,
10667-2-2013,2013,"LG Chem’s automotive batteries are sustaining the undisputed No.1 position in the world based on more than 10 years of R&D capability. LG Chem is equipped with solutions for all types of electrical cars (Hybrid EV, Plugged-in EV, Battery EV) based on stro",LG Chem Ltd,South Korea,Materials,1000,3197.1,GHGP,1.60E-03,No specific reason reported,,,
10667-2-2014,2014,Automotive Batteries,LG Chem Ltd,South Korea,Materials,1000,3113,GHGP,-0.0263,Product carbon efficiency changed,,,
10667-2-2015,2015,Automotive Batteries,LG Chem Ltd,South Korea,Chemicals,1000,6309,GHGP,1.0268,Product carbon efficiency changed,,,
10667-2-2016,2016,Automotive Battery,LG Chem Ltd,South Korea,Materials,1000,4286,GHGP,-0.82,Model/parameters AND product carbon efficiency changed,,,
10667-3-2015,2015,ABS (Acrylonitrile Butadiene Styrene),LG Chem Ltd,South Korea,Chemicals,1000,876,GHGP,-4.27E-02,Product carbon efficiency changed,,,
10667-3-2016,2016,ABS(Acrylonitrile Butadiene Styrene),LG Chem Ltd,South Korea,Materials,1000,396,GHGP,-0.43,Product carbon efficiency changed,,,
10667-4-2016,2016,BPA(Bisphenol-A),LG Chem Ltd,South Korea,Materials,1000,1088,GHGP,,N/a (no previous data available),,,
10667-5-2016,2016,IT&New Application Battery,LG Chem Ltd,South Korea,Materials,1000,10607,GHGP,3.57E-02,Model/parameters AND product carbon efficiency changed,,,
10670-1-2013,2013,LG-E970,LG Electronics,South Korea,Consumer Durables & Apparel,0.1471,7,ISO,-0.3235,Product carbon efficiency changed,0.1128,0.0001,0.887
10834-1-2015,2015,"Mouse, M185",Logitech International SA,Switzerland,Technology Hardware & Equipment,0.136,4.32,,,N/a (no previous data available),4.63E-02,0.6042,0.3495
1085-1-2013,2013,White crystalline sugar,Associated British Foods,United Kingdom,"Food, Beverage & Tobacco",1000,650,PAS2050,,N/a (no previous data available),0.4615,0.5385,0
1085-1-2014,2014,Sugar,Associated British Foods,United Kingdom,"Food, Beverage & Tobacco",1000,650,PAS2050,5.00E-02,No specific reason reported,,,
1085-1-2016,2016,Sugar,Associated British Foods,United Kingdom,"Food, Beverage & Tobacco",1000,650,PAS2050,,N/a (no %change reported),,,
11152-1-2013,2013,grinding media cast.,MAGOTTEAUX,Brazil,Materials,1500,1750,GHGP,0.42,No specific reason reported,,,
11632-1-2016,2016,IC chips of Smartphone,MediaTek,Taiwan,Semiconductors & Semiconductor Equipment,0.1,1.719,GHGP,,N/a (no %change reported),0.7239,0.2761,0
1198-1-2013,2013,1 DVD Software Package,"Autodesk, Inc.",USA,Software & Services,9.07E-02,1.28,GHGP,-0.4,Product carbon efficiency changed,,,
1198-1-2014,2014,DVD software,"Autodesk, Inc.",USA,Software & Services,9.07E-02,1.28,GHGP,,N/a (no %change reported),0.4405,0.1115,0.4479
1198-1-2015,2015,DVD software (1 DVD),"Autodesk, Inc.",USA,Software & Services,9.07E-02,1.28,GHGP,,N/a (no %change reported),0.4405,0.1115,0.448
1198-2-2013,2013,USB Software,"Autodesk, Inc.",USA,Software & Services,8.50E-03,2.285,GHGP,,N/a (no %change reported),0.7554,2.22E-02,0.2224
1198-2-2014,2014,USB software,"Autodesk, Inc.",USA,Software & Services,8.50E-03,2.29,GHGP,,N/a (no %change reported),0.6761,2.22E-02,0.3017
1198-2-2015,2015,USB software,"Autodesk, Inc.",USA,Software & Services,8.50E-03,2.29,GHGP,,N/a (no %change reported),0.6761,2.22E-02,0.3017
1198-4-2015,2015,DVD software (2 DVDs),"Autodesk, Inc.",USA,Software & Services,0.181437,1.67,GHGP,,N/a (no %change reported),0.4372,0.1713,0.3915
12084-1-2016,2016,Filtro 26 WS,Miquel Y Costas,Spain,Materials,1,3,GHGP,-1.96E-02,Product carbon efficiency changed,,,
12117-1-2013,2013,Dell Laptop,MITIE Group,United Kingdom,Commercial & Professional Services,2.32,320,ISO,,N/a (no %change reported),,,
12117-2-2013,2013,"Kimberley-Clark toilet tissue, 10,000 sheets",MITIE Group,United Kingdom,Commercial & Professional Services,4.2,20,ISO,-3.00E-02,Product carbon efficiency changed,,,
12134-1-2017,2017,Paraformaldehyde,"Mitsubishi Gas Chemical Company, Inc.",Japan,Materials,500,200,,0.16,No specific reason reported,0.565,0.2993,0.1357
12134-2-2017,2017,Methacrylic acid,"Mitsubishi Gas Chemical Company, Inc.",Japan,Materials,20,71,,0.11,No specific reason reported,0.6444,0.3413,0.0143
12134-3-2017,2017,Hydrogen peroxide,"Mitsubishi Gas Chemical Company, Inc.",Japan,Materials,20,4,,0.002,No specific reason reported,0.6522,0.3454,2.40E-03
12134-4-2017,2017,Amines,"Mitsubishi Gas Chemical Company, Inc.",Japan,Materials,9,8,,-0.02,No specific reason reported,0.6368,0.3373,2.60E-02
12134-5-2017,2017,Peroxides,"Mitsubishi Gas Chemical Company, Inc.",Japan,Materials,25,42,,-4.00E-03,No specific reason reported,0.6382,0.338,2.38E-02
12134-6-2017,2017,Super-pure hydrogen peroxide,"Mitsubishi Gas Chemical Company, Inc.",Japan,Materials,17736,6469,,-0.11,Product carbon efficiency changed,,,
12134-7-2017,2017,ELM,"Mitsubishi Gas Chemical Company, Inc.",Japan,Materials,160,139,,-0.01,Product carbon efficiency changed,7.13E-02,3.77E-02,0.891
12134-8-2017,2017,TCDE,"Mitsubishi Gas Chemical Company, Inc.",Japan,Materials,12000,99075,,0.15,No specific reason reported,0.6495,0.344,0.0066
12289-1-2017,2017,Zinc Oxide,"Mitsui Mining & Smelting Co., Ltd.",Japan,Capital Goods,20,5.6724,WBCSD,,N/a (no %change reported),,,
12348-1-2013,2013,500ml Coors Light brewed in the UK (steal can) CO2e expressed in CO2e/ hl,Molson Coors Brewing Company,USA,"Food, Beverage & Tobacco",100,31.37,ISO,-4.90E-03,Product carbon efficiency changed,,,
12348-2-2013,2013,"Carling brewed in the UK, 24 440ml cans in 4 packs",Molson Coors Brewing Company,USA,"Food, Beverage & Tobacco",12.029,3.02,ISO,-8.80E-03,Product carbon efficiency changed,,,
12348-2-2014,2014,"Carling brewed in the UK, 24 440ml cans in 4 packs",Molson Coors Brewing Company,USA,"Food, Beverage & Tobacco",12.029,3.07,,-5.50E-03,Product carbon efficiency changed,,,
12348-3-2013,2013,"Carling brewed in the UK, 24 568ml cans in 4 packs",Molson Coors Brewing Company,USA,"Food, Beverage & Tobacco",15.53,2.06,ISO,,N/a (no %change reported),,,
12348-3-2014,2014,"Carling brewed in the UK, 24 568ml cans in 4 packs",Molson Coors Brewing Company,USA,"Food, Beverage & Tobacco",15.53,2.0519,ISO,-1.07E-02,Product carbon efficiency changed,,,
12348-4-2014,2014,"Coors Light brewed in the UK, 24 500ml cans in 4 packs",Molson Coors Brewing Company,USA,"Food, Beverage & Tobacco",13.67,3.732,ISO,-0.0086,Product carbon efficiency changed,0.6493,0.2858,6.49E-02
12903-1-2015,2015,Server,NEC Corporation,Japan,Technology Hardware & Equipment,19.28,1600,ISO,-0.53,Product carbon efficiency changed,5.40E-02,0.0206,0.9254
12903-2-2015,2015,Broadband Routers,NEC Corporation,Japan,Technology Hardware & Equipment,0.816,56,ISO,-0.3,Product carbon efficiency changed,,,
12903-3-2015,2015,Mobile Network Equipment,NEC Corporation,Japan,Technology Hardware & Equipment,19.28,10273,ISO,-4.00E-02,Product carbon efficiency changed,0.0183,7.00E-03,0.9748
12942-1-2013,2013,"1 dl cup of spray dried soluble Nescafé coffee ready to be drunk, at the consumer’s home",Nestlé,Switzerland,"Food, Beverage & Tobacco",0.1,7.00E-02,French PEF,,N/a (no %change reported),0.2443,0.1603,0.5954
12942-1-2014,2014,Nescafé soluble coffee,Nestlé,Switzerland,"Food, Beverage & Tobacco",0.1,3.20E-02,ISO,,N/a (no %change reported),,,
12942-1-2015,2015,Nescafé soluble coffee,Nestlé,Switzerland,Food & Beverage Processing,0.1,3.20E-02,ISO,,N/a (no %change reported),,,
12942-1-2016,2016,Nescafé soluble coffee,Nestlé,Switzerland,"Food, Beverage & Tobacco",0.12,5.20E-02,ISO,,N/a (no %change reported),0.4961,0.1105,0.3934
12942-2-2013,2013,EcoShape  bottle of water (0.5 L): Serving of 500 ml of hydration to the consumer. The study examines the extraction and processing of all upstream raw materials to produce the products and packaging components; the manufacturing process; distribution log,Nestlé,Switzerland,"Food, Beverage & Tobacco",0.54167,0.1405,ISO,,N/a (no %change reported),0.4588,4.92E-02,0.492
12942-2-2014,2014,EcoShape  bottle of water (0.5 L),Nestlé,Switzerland,"Food, Beverage & Tobacco",0.54167,0.1405,ISO,,N/a (no %change reported),0.4575,4.91E-02,0.4934
12942-2-2015,2015,EcoShape bottle of water (0.5 L),Nestlé,Switzerland,Food & Beverage Processing,0.54167,0.1405,ISO,,N/a (no %change reported),0.4575,4.91E-02,0.4934
12942-2-2016,2016,EcoShape bottle of water (0.5 L),Nestlé,Switzerland,"Food, Beverage & Tobacco",0.54167,0.1405,,,N/a (no %change reported),0.4575,4.91E-02,0.4934
12942-3-2013,2013,"Nestlé Babyfood NaturNes packaging - plastic pot The good assessed:"" Packaging systems used to provide one baby food meal in France, Spain, and Germany"". The 200-g packaging size was selected as the basis for this study. (The total emissions in kg CO2-e p",Nestlé,Switzerland,"Food, Beverage & Tobacco",0.02,0.184,ISO,,N/a (no %change reported),0.4402,7.61E-02,0.4837
12942-4-2013,2013,"Nestlé Babyfood NaturNes packaging - plastic pot The good assessed:"" Packaging systems used to provide one baby food meal in France, Spain, and Germany"". The 200-g packaging size was selected as the basis for this study. (The total emissions in kg CO2-e p",Nestlé,Switzerland,"Food, Beverage & Tobacco",0.02,0.143,ISO,,N/a (no %change reported),0.5664,0.1329,0.3007
12942-5-2013,2013,"Nestlé Babyfood NaturNes packaging - plastic pot The good assessed:"" Packaging systems used to provide one baby food meal in France, Spain, and Germany"". The 200-g packaging size was selected as the basis for this study. (The total emissions in kg CO2-e p",Nestlé,Switzerland,"Food, Beverage & Tobacco",0.02,0.125,ISO,,N/a (no %change reported),0.648,0.112,0.24
13360-1-2013,2013,Average mobile phone,Nokia Group,Finland,Technology Hardware & Equipment,0.218,12,ISO,,N/a (no %change reported),0.5417,4.17E-02,0.4167
13360-1-2014,2014,Mobile phone,Nokia Group,Finland,Technology Hardware & Equipment,0.218,12,ISO,,N/a (no %change reported),0.5417,4.17E-02,0.4167
13360-2-2013,2013,"Nokia Lumia 800. Nokia's high end smart phone, mass = 142 g including battery.",Nokia Group,Finland,Technology Hardware & Equipment,0.142,16,ISO,,N/a (no %change reported),0.6543,3.70E-02,0.3086
13360-3-2013,2013,"Nokia Asha 300. Nokia's low end device, mass = 85 g incluging battery.",Nokia Group,Finland,Technology Hardware & Equipment,8.50E-02,8,ISO,,N/a (no %change reported),0.3783,7.09E-02,0.5508
13889-10-2017,2017,ECU,OMRON Corporation,Japan,Technology Hardware & Equipment,1.06,7.5,GHGP,,N/a (no %change reported),,,
13889-11-2017,2017,Laser radar,OMRON Corporation,Japan,Technology Hardware & Equipment,1.34,86.2,GHGP,,N/a (no %change reported),,,
13889-1-2014,2014,Blood Pressure Monitor HEM-7113,OMRON Corporation,Japan,Technology Hardware & Equipment,0.5448,28.2,GHGP,,N/a (no %change reported),,,
13889-12-2017,2017,Power window switch,OMRON Corporation,Japan,Technology Hardware & Equipment,0.45,9,GHGP,,N/a (no %change reported),,,
13889-13-2017,2017,Safety controller,OMRON Corporation,Japan,Technology Hardware & Equipment,0.42,1.617,GHGP,,N/a (no %change reported),,,
13889-14-2017,2017,Switch,OMRON Corporation,Japan,Technology Hardware & Equipment,0.25,6.90E-02,GHGP,,N/a (no %change reported),,,
13889-2-2014,2014,Keyless Entry System for Automobiles(Transmitter + Receiver unit),OMRON Corporation,Japan,Technology Hardware & Equipment,0.112,8.96,GHGP,,N/a (no previous data available),,,
13889-4-2014,2014,Signal Relay Type G6Zk-1F-TR,OMRON Corporation,Japan,Technology Hardware & Equipment,0.0028,0.145,,,N/a (no %change reported),,,
13889-5-2017,2017,Automotive Relay,OMRON Corporation,Japan,Technology Hardware & Equipment,3.40E-02,3.3,GHGP,,N/a (no %change reported),,,
13889-6-2017,2017,Automotive Relay,OMRON Corporation,Japan,Technology Hardware & Equipment,3.40E-02,1.1,GHGP,,N/a (no %change reported),,,
13889-7-2017,2017,Automotive Relay,OMRON Corporation,Japan,Technology Hardware & Equipment,3.40E-02,0.6,GHGP,,N/a (no %change reported),,,
13889-8-2017,2017,Blood Pressure Monitor,OMRON Corporation,Japan,Technology Hardware & Equipment,0.25,28.2,GHGP,0.282,Product carbon efficiency changed,,,
14021-1-2013,2013,City gas,"Osaka Gas Co., Ltd.",Japan,Utilities,1.062,60.58,,,N/a (no %change reported),0.1251,0.0269,0.848
14021-1-2015,2015,City gas,"Osaka Gas Co., Ltd.",Japan,Gas Utilities,1.062,60.58,,,N/a (no %change reported),0.1251,0.0269,0.848
14021-1-2016,2016,City gas,"Osaka Gas Co., Ltd.",Japan,Utilities,1.062,60.64,GHGP,-0.023,Product carbon efficiency changed,0.1234,1.19E-02,0.8648
14605-1-2013,2013,Walkers Crisps 32.5 g sold in the United Kingdom,"PepsiCo, Inc.",USA,"Food, Beverage & Tobacco",3.25E-02,8.00E-02,GHGP,-0.02,Product carbon efficiency changed,,,
14605-1-2014,2014,Walkers Crisps 32.5 g sold in the United Kingdom,"PepsiCo, Inc.",USA,"Food, Beverage & Tobacco",3.25E-02,8.00E-02,GHGP,-0.02,Product carbon efficiency changed,,,
14605-1-2015,2015,Walkers Crisps 32.5 g sold in the United Kingdom,"PepsiCo, Inc.",USA,Food & Beverage Processing,3.25E-02,8.00E-02,GHGP,-0.02,Product carbon efficiency changed,,,
14605-2-2013,2013,Walkers Crisps 50g bag sold in the United Kingdom,"PepsiCo, Inc.",USA,"Food, Beverage & Tobacco",5.00E-02,0.12,GHGP,-0.02,Product carbon efficiency changed,,,
14605-2-2014,2014,Walkers Crisps 50g bag sold in the United Kingdom,"PepsiCo, Inc.",USA,"Food, Beverage & Tobacco",5.00E-02,0.12,GHGP,-0.02,Product carbon efficiency changed,,,
14605-2-2015,2015,Walkers Crisps 50g bag sold in the United Kingdom,"PepsiCo, Inc.",USA,Food & Beverage Processing,5.00E-02,0.12,GHGP,-0.02,Product carbon efficiency changed,,,
14605-3-2013,2013,Quaker Oats 1Kg box sold in the United Kingdom,"PepsiCo, Inc.",USA,"Food, Beverage & Tobacco",4.00E-02,7.00E-02,GHGP,-0.12,Product carbon efficiency changed,,,
14605-3-2014,2014,Quaker Oats 1Kg box sold in the United Kingdom,"PepsiCo, Inc.",USA,"Food, Beverage & Tobacco",4.00E-02,7.00E-02,GHGP,-0.12,Product carbon efficiency changed,,,
14605-3-2015,2015,Quaker Oats 1Kg box sold in the United Kingdom,"PepsiCo, Inc.",USA,Food & Beverage Processing,4.00E-02,7.00E-02,GHGP,-0.12,Product carbon efficiency changed,,,
14605-4-2013,2013,Quaker Oats So Simple Original and Golden Syrup products,"PepsiCo, Inc.",USA,"Food, Beverage & Tobacco",0.324,0.65,GHGP,-0.12,Product carbon efficiency changed,,,
14605-4-2014,2014,Quaker Oats So Simple Original and Golden Syrup products,"PepsiCo, Inc.",USA,"Food, Beverage & Tobacco",0.324,0.65,GHGP,-0.12,Product carbon efficiency changed,,,
14605-4-2015,2015,Quaker Oats So Simple Original and Golden Syrup products,"PepsiCo, Inc.",USA,Food & Beverage Processing,0.324,0.65,GHGP,-0.12,Product carbon efficiency changed,,,
14697-1-2013,2013,HH DVD,Philips & Lite-On Digital Solutions Corp.,Taiwan,Technology Hardware & Equipment,9.07E-02,25.5,,,N/a (no %change reported),,,
149-1-2013,2013,power supply unit (MF6004-030L),Acbel Polytech Inc,Taiwan,Technology Hardware & Equipment,1.8,244.09,PAS2050,,N/a (no previous data available),0.4369,0.4644,9.87E-02
15391-1-2013,2013,CD-ROM,Quanta Storage Inc.,China,Technology Hardware & Equipment,9.07E-02,1.62,,0.12,No specific reason reported,,,
15391-1-2014,2014,CD-ROM,Quanta Storage Inc.,China,Technology Hardware & Equipment,9.07E-02,12,,,N/a (no %change reported),,,
15398-10-2014,2014,LED Lighting,Qisda,Taiwan,Technology Hardware & Equipment,6.3,33.31,PAS2050,,N/a (no previous data available),0.9838,0.0138,2.40E-03
15398-11-2014,2014,Projector,Qisda,Taiwan,Technology Hardware & Equipment,2.8,88.96,PAS2050,,N/a (no previous data available),0.877,0.1206,2.40E-03
